id_osoby,login,jmeno,prijmeni,heslo,email
521,kovarj1,Josef,Kovář,086e5a4d2b2f021d07abeed1275a7351,kovarj1@infrast.ad12.cz
524,novakh1,Hana,Nováková,ed22b5fe0d9a7a91de102c04e086ebc3,novakh1@sez.ad12.cz
526,novakj13,Jaroslav,Novák,eaf4b23fd902f85dbecb21bae51adcec,novakj13@merici.ad12.cz
530,marekv2,Václav,Marek,058042b0c5f1f84a761d772b461f7375,marekv2@uit.ad12.cz
531,cernyv0,Vladimír,Černý,4dd473d59bbc183a1ad03fe5f1b2ec55,cernyv0@infrast.ad12.cz
534,dvoraz2,Zdeněk,Dvořák,bd4fe76da4172b3d42979f790e2bb424,dvoraz2@uit.ad12.cz
536,kopecj1,Jiří,Kopecký,b482f834e665510018d0039d0972f268,""
540,cernyj8,Jan,Černý,4662c6c47a8196eb46438cc1a91cc175,cernyj8@uit.ad12.cz
541,svobom5,Michal,Svoboda,38d46e9cbf9db6bea32347a7791410b0,svobom5@sez.ad12.cz
542,sedlai0,Ivan,Sedláček,280682bf69f0d320eb026d46f787e6b8,sedlai0@merici.ad12.cz
545,novakf0,František,Novák,f29ba4ba9e32ca16ae7b795817c6f380,novakf0@sez.ad12.cz
549,novakl1,Lucie,Nováková,58b55adaae56b1c382a55c4ec05f6212,novakl1@telekom.ad12.cz
550,krizj2,Jan,Kříž,1a06ace0b99ff9d4f0b60e919b131c8b,""
551,nemecr0,Roman,Němec,f301196ee5c031f650e61a63fd601726,nemecr0@uit.ad12.cz
553,navram1,Milan,Navrátil,3cc9b176a038cd856d7a32ce891f3a9b,navram1@uit.ad12.cz
556,pospim6,Marie,Pospíšilová,630f90edeae0567b7615c1ac3a797562,pospim6@uit.ad12.cz
557,novakp4,Pavel,Novák,bf31bf28b6ae05d36cc10e629dc0f44b,novakp4@sez.ad12.cz
559,svoboa1,Antonín,Svoboda,363c284b531ef5d758b463a592f05269,svoboa1@uit.ad12.cz
561,kucerf0,František,Kučera,8a151e02fa39695121d11b3ed425fad7,kucerf0@infrast.ad12.cz
563,dvoraf2,František,Dvořák,f2a9332c097b8227f597b3b4d941bc7a,dvoraf2@uit.ad12.cz
565,ruzicp0,Petra,Růžičková,056d2a92014e54c18c81ea093f9fe469,ruzicp0@uit.ad12.cz
566,nemcol1,Lenka,Němcová,af9af31a4fcc66b89d396d2782d8033c,nemcol1@uit.ad12.cz
572,marekj6,Jiří,Marek,ae8aa1bc7529cc202d53c2997a46aae5,marekj6@uit.ad12.cz
573,benesk0,Kateřina,Benešová,e59500c32f96cd71085058611fa9fe14,benesk0@infrast.ad12.cz
575,pospim7,Michal,Pospíšil,db2215525e9232299063ed2c6f6d8a88,""
